playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
kaatji01,1990,BBWAA,444,333,79,f,Player,
boyerke01,1990,BBWAA,444,333,78,f,Player,
allendi01,1990,BBWAA,444,333,58,f,Player,
torrejo01,1990,BBWAA,444,333,55,f,Player,
minosmi01,1990,BBWAA,444,333,51,f,Player,
facero01,1990,BBWAA,444,333,50,f,Player,
tiantlu01,1990,BBWAA,444,333,42,f,Player,
pinsova01,1990,BBWAA,444,333,36,f,Player,
floodcu01,1990,BBWAA,444,333,35,f,Player,
munsoth01,1990,BBWAA,444,333,33,f,Player,
bondsbo01,1990,BBWAA,444,333,30,f,Player,
lolicmi01,1990,BBWAA,444,333,27,f,Player,
lylesp01,1990,BBWAA,444,333,25,f,Player,
mcgratu01,1990,BBWAA,444,333,6,f,Player,
dentbu01,1990,BBWAA,444,333,3,f,Player,
watsobo01,1990,BBWAA,444,333,3,f,Player,
mondari01,1990,BBWAA,444,333,2,f,Player,
pinielo01,1990,BBWAA,444,333,2,f,Player,
rivermi01,1990,BBWAA,444,333,2,f,Player,
bibbyji01,1990,BBWAA,444,333,1,f,Player,
luzingr01,1990,BBWAA,444,333,1,f,Player,
remyje01,1990,BBWAA,444,333,1,f,Player,
torremi01,1990,BBWAA,444,333,1,f,Player,
caldwmi01,1990,BBWAA,444,333,0,f,Player,
howelro02,1990,BBWAA,444,333,0,f,Player,
moraljo01,1990,BBWAA,444,333,0,f,Player,
otisam01,1990,BBWAA,444,333,0,f,Player,
scottto01,1990,BBWAA,444,333,0,f,Player,
singlke01,1990,BBWAA,444,333,0,f,Player,
splitpa01,1990,BBWAA,444,333,0,f,Player,
stearjo01,1990,BBWAA,444,333,0,f,Player,
summech01,1990,BBWAA,444,333,0,f,Player,
tidrodi01,1990,BBWAA,444,333,0,f,Player,
carewro01,1991,BBWAA,443,333,401,t,Player,
perryga01,1991,BBWAA,443,333,342,t,Player,
jenkife01,1991,BBWAA,443,333,334,t,Player,
fingero01,1991,BBWAA,443,333,291,f,Player,
bunniji01,1991,BBWAA,443,333,282,f,Player,
cepedor01,1991,BBWAA,443,333,192,f,Player,
olivato01,1991,BBWAA,443,333,160,f,Player,
mazerbi01,1991,BBWAA,443,333,142,f,Player,
santoro01,1991,BBWAA,443,333,116,f,Player,
kuennha01,1991,BBWAA,443,333,100,f,Player,
kaatji01,1991,BBWAA,443,333,62,f,Player,
willsma01,1991,BBWAA,443,333,61,f,Player,
allendi01,1991,BBWAA,443,333,59,f,Player,
boyerke01,1991,BBWAA,443,333,58,f,Player,
torrejo01,1991,BBWAA,443,333,41,f,Player,
bondsbo01,1991,BBWAA,443,333,39,f,Player,
minosmi01,1991,BBWAA,443,333,38,f,Player,
lolicmi01,1991,BBWAA,443,333,33,f,Player,
tiantlu01,1991,BBWAA,443,333,32,f,Player,
pinsova01,1991,BBWAA,443,333,30,f,Player,
munsoth01,1991,BBWAA,443,333,28,f,Player,
staubru01,1991,BBWAA,443,333,28,f,Player,
floodcu01,1991,BBWAA,443,333,23,f,Player,
oliveal01,1991,BBWAA,443,333,19,f,Player,
lylesp01,1991,BBWAA,443,333,15,f,Player,
bowala01,1991,BBWAA,443,333,11,f,Player,
koosmje01,1991,BBWAA,443,333,4,f,Player,
burroje01,1991,BBWAA,443,333,1,f,Player,
hargrmi01,1991,BBWAA,443,333,1,f,Player,
hebneri01,1991,BBWAA,443,333,1,f,Player,
hootobu01,1991,BBWAA,443,333,1,f,Player,
jorgemi01,1991,BBWAA,443,333,1,f,Player,
lowenjo01,1991,BBWAA,443,333,1,f,Player,
valenel01,1991,BBWAA,443,333,1,f,Player,
bailobo01,1991,BBWAA,443,333,0,f,Player,
bumbral01,1991,BBWAA,443,333,0,f,Player,
dauerri01,1991,BBWAA,443,333,0,f,Player,
gamblos01,1991,BBWAA,443,333,0,f,Player,
gurala01,1991,BBWAA,443,333,0,f,Player,
howear01,1991,BBWAA,443,333,0,f,Player,
kisonbr01,1991,BBWAA,443,333,0,f,Player,
rogerst01,1991,BBWAA,443,333,0,f,Player,
wathajo01,1991,BBWAA,443,333,0,f,Player,
zachrpa01,1991,BBWAA,443,333,0,f,Player,
zahnge01,1991,BBWAA,443,333,0,f,Player,
lazzeto01,1991,Veterans,,,,t,Player,
veeckbi99,1991,Veterans,,,,t,Pioneer/Executive,
seaveto01,1992,BBWAA,430,323,425,t,Player,
fingero01,1992,BBWAA,430,323,349,t,Player,
cepedor01,1992,BBWAA,430,323,246,f,Player,
perezto01,1992,BBWAA,430,323,215,f,Player,
mazerbi01,1992,BBWAA,430,323,182,f,Player,
olivato01,1992,BBWAA,430,323,175,f,Player,
santoro01,1992,BBWAA,430,323,136,f,Player,
kaatji01,1992,BBWAA,430,323,114,f,Player,
willsma01,1992,BBWAA,430,323,110,f,Player,
boyerke01,1992,BBWAA,430,323,71,f,Player,
allendi01,1992,BBWAA,430,323,69,f,Player,
minosmi01,1992,BBWAA,430,323,69,f,Player,
torrejo01,1992,BBWAA,430,323,62,f,Player,
tiantlu01,1992,BBWAA,430,323,50,f,Player,
lolicmi01,1992,BBWAA,430,323,45,f,Player,
floodcu01,1992,BBWAA,430,323,42,f,Player,
rosepe01,1992,BBWAA,430,323,41,f,Player,
bondsbo01,1992,BBWAA,430,323,40,f,Player,
pinsova01,1992,BBWAA,430,323,36,f,Player,
munsoth01,1992,BBWAA,430,323,32,f,Player,
staubru01,1992,BBWAA,430,323,26,f,Player,
fostege01,1992,BBWAA,430,323,24,f,Player,
bluevi01,1992,BBWAA,430,323,23,f,Player,
grichbo01,1992,BBWAA,430,323,11,f,Player,
bakerdu01,1992,BBWAA,430,323,4,f,Player,
kingmda01,1992,BBWAA,430,323,3,f,Player,
russebi01,1992,BBWAA,430,323,3,f,Player,
cedence01,1992,BBWAA,430,323,2,f,Player,
yeagest01,1992,BBWAA,430,323,2,f,Player,
harrato01,1992,BBWAA,430,323,1,f,Player,
leonade01,1992,BBWAA,430,323,1,f,Player,
dennyjo01,1992,BBWAA,430,323,0,f,Player,
forscke01,1992,BBWAA,430,323,0,f,Player,
maddoga01,1992,BBWAA,430,323,0,f,Player,
oglivbe01,1992,BBWAA,430,323,0,f,Player,
thomago01,1992,BBWAA,430,323,0,f,Player,
vuckope01,1992,BBWAA,430,323,0,f,Player,
mcgowbi99,1992,Veterans,,,,t,Umpire,
newhoha01,1992,Veterans,,,,t,Player,
jacksre01,1993,BBWAA,423,318,396,t,Player,
niekrph01,1993,BBWAA,423,318,278,f,Player,
cepedor01,1993,BBWAA,423,318,252,f,Player,
perezto01,1993,BBWAA,423,318,233,f,Player,
garvest01,1993,BBWAA,423,318,176,f,Player,
olivato01,1993,BBWAA,423,318,157,f,Player,
santoro01,1993,BBWAA,423,318,155,f,Player,
kaatji01,1993,BBWAA,423,318,125,f,Player,
allendi01,1993,BBWAA,423,318,70,f,Player,
boyerke01,1993,BBWAA,423,318,69,f,Player,
minosmi01,1993,BBWAA,423,318,67,f,Player,
torrejo01,1993,BBWAA,423,318,63,f,Player,
tiantlu01,1993,BBWAA,423,318,62,f,Player,
bondsbo01,1993,BBWAA,423,318,45,f,Player,
lolicmi01,1993,BBWAA,423,318,43,f,Player,
munsoth01,1993,BBWAA,423,318,40,f,Player,
pinsova01,1993,BBWAA,423,318,38,f,Player,
bluevi01,1993,BBWAA,423,318,37,f,Player,
floodcu01,1993,BBWAA,423,318,36,f,Player,
staubru01,1993,BBWAA,423,318,32,f,Player,
fostege01,1993,BBWAA,423,318,29,f,Player,
madlobi01,1993,BBWAA,423,318,19,f,Player,
rosepe01,1993,BBWAA,423,318,14,f,Player,
ceyro01,1993,BBWAA,423,318,8,f,Player,
decindo01,1993,BBWAA,423,318,2,f,Player,
lopesda01,1993,BBWAA,423,318,2,f,Player,
thornan01,1993,BBWAA,423,318,2,f,Player,
campbbi02,1993,BBWAA,423,318,1,f,Player,
burleri01,1993,BBWAA,423,318,0,f,Player,
coopece01,1993,BBWAA,423,318,0,f,Player,
matthga01,1993,BBWAA,423,318,0,f,Player,
mcraeha01,1993,BBWAA,423,318,0,f,Player,
porteda02,1993,BBWAA,423,318,0,f,Player,
carltst01,1994,BBWAA,456,342,436,t,Player,
cepedor01,1994,BBWAA,456,342,335,f,Player,
niekrph01,1994,BBWAA,456,342,273,f,Player,
perezto01,1994,BBWAA,456,342,263,f,Player,
suttodo01,1994,BBWAA,456,342,259,f,Player,
garvest01,1994,BBWAA,456,342,166,f,Player,
olivato01,1994,BBWAA,456,342,158,f,Player,
santoro01,1994,BBWAA,456,342,150,f,Player,
suttebr01,1994,BBWAA,456,342,109,f,Player,
kaatji01,1994,BBWAA,456,342,98,f,Player,
allendi01,1994,BBWAA,456,342,66,f,Player,
boyerke01,1994,BBWAA,456,342,54,f,Player,
torrejo01,1994,BBWAA,456,342,53,f,Player,
pinsova01,1994,BBWAA,456,342,46,f,Player,
minosmi01,1994,BBWAA,456,342,45,f,Player,
tiantlu01,1994,BBWAA,456,342,42,f,Player,
floodcu01,1994,BBWAA,456,342,39,f,Player,
nettlgr01,1994,BBWAA,456,342,38,f,Player,
bondsbo01,1994,BBWAA,456,342,37,f,Player,
staubru01,1994,BBWAA,456,342,36,f,Player,
conceda01,1994,BBWAA,456,342,31,f,Player,
munsoth01,1994,BBWAA,456,342,31,f,Player,
guidrro01,1994,BBWAA,456,342,24,f,Player,
lolicmi01,1994,BBWAA,456,342,23,f,Player,
rosepe01,1994,BBWAA,456,342,19,f,Player,
simmote01,1994,BBWAA,456,342,17,f,Player,
fostege01,1994,BBWAA,456,342,16,f,Player,
bluevi01,1994,BBWAA,456,342,14,f,Player,
baylodo01,1994,BBWAA,456,342,12,f,Player,
niekrjo01,1994,BBWAA,456,342,6,f,Player,
cruzjo01,1994,BBWAA,456,342,2,f,Player,
garneph01,1994,BBWAA,456,342,2,f,Player,
parrila01,1994,BBWAA,456,342,2,f,Player,
knighra01,1994,BBWAA,456,342,1,f,Player,
chambch01,1994,BBWAA,456,342,0,f,Player,
hendrge01,1994,BBWAA,456,342,0,f,Player,
hornebo01,1994,BBWAA,456,342,0,f,Player,
mcgresc01,1994,BBWAA,456,342,0,f,Player,
sotoma01,1994,BBWAA,456,342,0,f,Player,
durocle01,1994,Veterans,,,,t,Manager,
rizzuph01,1994,Veterans,,,,t,Player,
schmimi01,1995,BBWAA,460,345,444,t,Player,
niekrph01,1995,BBWAA,460,345,286,f,Player,
suttodo01,1995,BBWAA,460,345,264,f,Player,
perezto01,1995,BBWAA,460,345,259,f,Player,
garvest01,1995,BBWAA,460,345,196,f,Player,
olivato01,1995,BBWAA,460,345,149,f,Player,
santoro01,1995,BBWAA,460,345,139,f,Player,
riceji01,1995,BBWAA,460,345,137,f,Player,
suttebr01,1995,BBWAA,460,345,137,f,Player,
kaatji01,1995,BBWAA,460,345,100,f,Player,
johnto01,1995,BBWAA,460,345,98,f,Player,
allendi01,1995,BBWAA,460,345,72,f,Player,
minosmi01,1995,BBWAA,460,345,66,f,Player,
floodcu01,1995,BBWAA,460,345,59,f,Player,
torrejo01,1995,BBWAA,460,345,50,f,Player,
tiantlu01,1995,BBWAA,460,345,45,f,Player,
conceda01,1995,BBWAA,460,345,43,f,Player,
bondsbo01,1995,BBWAA,460,345,35,f,Player,
pinsova01,1995,BBWAA,460,345,32,f,Player,
munsoth01,1995,BBWAA,460,345,30,f,Player,
nettlgr01,1995,BBWAA,460,345,28,f,Player,
bluevi01,1995,BBWAA,460,345,26,f,Player,
lolicmi01,1995,BBWAA,460,345,26,f,Player,
guidrro01,1995,BBWAA,460,345,25,f,Player,
staubru01,1995,BBWAA,460,345,23,f,Player,
fostege01,1995,BBWAA,460,345,19,f,Player,
baylodo01,1995,BBWAA,460,345,12,f,Player,
bellbu01,1995,BBWAA,460,345,8,f,Player,
evansda01,1995,BBWAA,460,345,8,f,Player,
tekulke01,1995,BBWAA,460,345,6,f,Player,
forscbo01,1995,BBWAA,460,345,2,f,Player,
hernawi01,1995,BBWAA,460,345,2,f,Player,
krukomi01,1995,BBWAA,460,345,1,f,Player,
speiech01,1995,BBWAA,460,345,1,f,Player,
sundbji01,1995,BBWAA,460,345,1,f,Player,
alexado01,1995,BBWAA,460,345,0,f,Player,
grossgr01,1995,BBWAA,460,345,0,f,Player,
rhoderi01,1995,BBWAA,460,345,0,f,Player,
trillma01,1995,BBWAA,460,345,0,f,Player,
ashburi01,1995,Veterans,,,,t,Player,
dayle99,1995,Veterans,,,,t,Player,
hulbewi99,1995,Veterans,,,,t,Pioneer/Executive,
willivi01,1995,Veterans,,,,t,Player,
niekrph01,1996,BBWAA,470,353,321,f,Player,
perezto01,1996,BBWAA,470,353,309,f,Player,
suttodo01,1996,BBWAA,470,353,300,f,Player,
garvest01,1996,BBWAA,470,353,175,f,Player,
santoro01,1996,BBWAA,470,353,174,f,Player,
olivato01,1996,BBWAA,470,353,170,f,Player,
riceji01,1996,BBWAA,470,353,166,f,Player,
suttebr01,1996,BBWAA,470,353,137,f,Player,
johnto01,1996,BBWAA,470,353,102,f,Player,
kaatji01,1996,BBWAA,470,353,91,f,Player,
allendi01,1996,BBWAA,470,353,89,f,Player,
floodcu01,1996,BBWAA,470,353,71,f,Player,
tiantlu01,1996,BBWAA,470,353,64,f,Player,
conceda01,1996,BBWAA,470,353,63,f,Player,
minosmi01,1996,BBWAA,470,353,62,f,Player,
pinsova01,1996,BBWAA,470,353,51,f,Player,
torrejo01,1996,BBWAA,470,353,50,f,Player,
guidrro01,1996,BBWAA,470,353,37,f,Player,
nettlgr01,1996,BBWAA,470,353,37,f,Player,
boonebo01,1996,BBWAA,470,353,36,f,Player,
lolicmi01,1996,BBWAA,470,353,33,f,Player,
lynnfr01,1996,BBWAA,470,353,26,f,Player,
bondsbo01,1996,BBWAA,470,353,24,f,Player,
hernake01,1996,BBWAA,470,353,24,f,Player,
staubru01,1996,BBWAA,470,353,24,f,Player,
quiseda01,1996,BBWAA,470,353,18,f,Player,
whitefr01,1996,BBWAA,470,353,18,f,Player,
bucknbi01,1996,BBWAA,470,353,10,f,Player,
reussje01,1996,BBWAA,470,353,2,f,Player,
tudorjo01,1996,BBWAA,470,353,2,f,Player,
lemonch01,1996,BBWAA,470,353,1,f,Player,
kneppbo01,1996,BBWAA,470,353,0,f,Player,
leonaje01,1996,BBWAA,470,353,0,f,Player,
rayjo01,1996,BBWAA,470,353,0,f,Player,
washicl01,1996,BBWAA,470,353,0,f,Player,
bunniji01,1996,Veterans,,,,t,Player,
fostebi99,1996,Veterans,,,,t,Player,
hanlone01,1996,Veterans,,,,t,Manager,
weaveea99,1996,Veterans,,,,t,Manager,
niekrph01,1997,BBWAA,473,353,380,t,Player,
suttodo01,1997,BBWAA,473,353,346,f,Player,
perezto01,1997,BBWAA,473,353,312,f,Player,
santoro01,1997,BBWAA,473,353,186,f,Player,
riceji01,1997,BBWAA,473,353,178,f,Player,
garvest01,1997,BBWAA,473,353,167,f,Player,
suttebr01,1997,BBWAA,473,353,130,f,Player,
kaatji01,1997,BBWAA,473,353,107,f,Player,
torrejo01,1997,BBWAA,473,353,105,f,Player,
johnto01,1997,BBWAA,473,353,97,f,Player,
minosmi01,1997,BBWAA,473,353,84,f,Player,
parkeda01,1997,BBWAA,473,353,83,f,Player,
allendi01,1997,BBWAA,473,353,79,f,Player,
conceda01,1997,BBWAA,473,353,60,f,Player,
tiantlu01,1997,BBWAA,473,353,53,f,Player,
hernake01,1997,BBWAA,473,353,45,f,Player,
lolicmi01,1997,BBWAA,473,353,34,f,Player,
guidrro01,1997,BBWAA,473,353,31,f,Player,
boonebo01,1997,BBWAA,473,353,28,f,Player,
evansdw01,1997,BBWAA,473,353,28,f,Player,
griffke01,1997,BBWAA,473,353,22,f,Player,
lynnfr01,1997,BBWAA,473,353,22,f,Player,
nettlgr01,1997,BBWAA,473,353,22,f,Player,
bondsbo01,1997,BBWAA,473,353,20,f,Player,
staubru01,1997,BBWAA,473,353,18,f,Player,
reuscri01,1997,BBWAA,473,353,2,f,Player,
scottmi03,1997,BBWAA,473,353,2,f,Player,
templga01,1997,BBWAA,473,353,2,f,Player,
kennete02,1997,BBWAA,473,353,1,f,Player,
puhlte01,1997,BBWAA,473,353,1,f,Player,
foxne01,1997,Veterans,,,,t,Player,
lasorto01,1997,Veterans,,,,t,Manager,
wellswi99,1997,Veterans,,,,t,Player,
suttodo01,1998,BBWAA,473,355,386,t,Player,
perezto01,1998,BBWAA,473,355,321,f,Player,
santoro01,1998,BBWAA,473,355,204,f,Player,
riceji01,1998,BBWAA,473,355,203,f,Player,
cartega01,1998,BBWAA,473,355,200,f,Player,
garvest01,1998,BBWAA,473,355,195,f,Player,
suttebr01,1998,BBWAA,473,355,147,f,Player,
johnto01,1998,BBWAA,473,355,129,f,Player,
kaatji01,1998,BBWAA,473,355,129,f,Player,
parkeda01,1998,BBWAA,473,355,116,f,Player,
blylebe01,1998,BBWAA,473,355,83,f,Player,
conceda01,1998,BBWAA,473,355,80,f,Player,
minosmi01,1998,BBWAA,473,355,76,f,Player,
tiantlu01,1998,BBWAA,473,355,62,f,Player,
hernake01,1998,BBWAA,473,355,51,f,Player,
evansdw01,1998,BBWAA,473,355,49,f,Player,
lolicmi01,1998,BBWAA,473,355,39,f,Player,
guidrro01,1998,BBWAA,473,355,37,f,Player,
boonebo01,1998,BBWAA,473,355,26,f,Player,
clarkja01,1998,BBWAA,473,355,7,f,Player,
guerrpe01,1998,BBWAA,473,355,6,f,Player,
randowi01,1998,BBWAA,473,355,5,f,Player,
lansfca01,1998,BBWAA,473,355,3,f,Player,
downibr01,1998,BBWAA,473,355,2,f,Player,
flanami01,1998,BBWAA,473,355,2,f,Player,
dempsri01,1998,BBWAA,473,355,1,f,Player,
davisge01,1998,Veterans,,,,t,Player,
dobyla01,1998,Veterans,,,,t,Player,
macphle99,1998,Veterans,,,,t,Pioneer/Executive,
roganbu99,1998,Veterans,,,,t,Player,
ryanno01,1999,BBWAA,497,373,491,t,Player,
brettge01,1999,BBWAA,497,373,488,t,Player,
yountro01,1999,BBWAA,497,373,385,t,Player,
fiskca01,1999,BBWAA,497,373,330,f,Player,
perezto01,1999,BBWAA,497,373,302,f,Player,
cartega01,1999,BBWAA,497,373,168,f,Player,
garvest01,1999,BBWAA,497,373,150,f,Player,
riceji01,1999,BBWAA,497,373,146,f,Player,
suttebr01,1999,BBWAA,497,373,121,f,Player,
kaatji01,1999,BBWAA,497,373,100,f,Player,
murphda05,1999,BBWAA,497,373,96,f,Player,
johnto01,1999,BBWAA,497,373,93,f,Player,
parkeda01,1999,BBWAA,497,373,80,f,Player,
minosmi01,1999,BBWAA,497,373,73,f,Player,
blylebe01,1999,BBWAA,497,373,70,f,Player,
conceda01,1999,BBWAA,497,373,59,f,Player,
tiantlu01,1999,BBWAA,497,373,53,f,Player,
hernake01,1999,BBWAA,497,373,34,f,Player,
guidrro01,1999,BBWAA,497,373,31,f,Player,
boonebo01,1999,BBWAA,497,373,27,f,Player,
lolicmi01,1999,BBWAA,497,373,26,f,Player,
evansdw01,1999,BBWAA,497,373,18,f,Player,
bellge02,1999,BBWAA,497,373,6,f,Player,
candejo01,1999,BBWAA,497,373,1,f,Player,
boddimi01,1999,BBWAA,497,373,0,f,Player,
leibrch01,1999,BBWAA,497,373,0,f,Player,
tananfr01,1999,BBWAA,497,373,0,f,Player,
wittmi01,1999,BBWAA,497,373,0,f,Player,
cepedor01,1999,Veterans,,,,t,Player,
chylane99,1999,Veterans,,,,t,Umpire,
seleefr99,1999,Veterans,,,,t,Manager,
willijo99,1999,Veterans,,,,t,Player,
fiskca01,2000,BBWAA,499,375,397,t,Player,
perezto01,2000,BBWAA,499,375,385,t,Player,
riceji01,2000,BBWAA,499,375,257,f,Player,
cartega01,2000,BBWAA,499,375,248,f,Player,
suttebr01,2000,BBWAA,499,375,192,f,Player,
gossari01,2000,BBWAA,499,375,166,f,Player,
garvest01,2000,BBWAA,499,375,160,f,Player,
johnto01,2000,BBWAA,499,375,135,f,Player,
kaatji01,2000,BBWAA,499,375,125,f,Player,
murphda05,2000,BBWAA,499,375,116,f,Player,
morrija02,2000,BBWAA,499,375,111,f,Player,
parkeda01,2000,BBWAA,499,375,104,f,Player,
blylebe01,2000,BBWAA,499,375,87,f,Player,
tiantlu01,2000,BBWAA,499,375,86,f,Player,
conceda01,2000,BBWAA,499,375,67,f,Player,
hernake01,2000,BBWAA,499,375,52,f,Player,
guidrro01,2000,BBWAA,499,375,44,f,Player,
reardje01,2000,BBWAA,499,375,24,f,Player,
boonebo01,2000,BBWAA,499,375,21,f,Player,
wilsowi02,2000,BBWAA,499,375,10,f,Player,
sutclri01,2000,BBWAA,499,375,9,f,Player,
hrbekke01,2000,BBWAA,499,375,5,f,Player,
houghch01,2000,BBWAA,499,375,4,f,Player,
hendeda01,2000,BBWAA,499,375,2,f,Player,
saxst01,2000,BBWAA,499,375,2,f,Player,
gullibi01,2000,BBWAA,499,375,1,f,Player,
hurstbr01,2000,BBWAA,499,375,1,f,Player,
smithlo01,2000,BBWAA,499,375,1,f,Player,
welchbo01,2000,BBWAA,499,375,1,f,Player,
brookhu01,2000,BBWAA,499,375,0,f,Player,
andersp01,2000,Veterans,,,,t,Manager,
mcphebi01,2000,Veterans,,,,t,Player,
steartu99,2000,Veterans,,,,t,Player,
winfida01,2001,BBWAA,515,387,435,t,Player,
puckeki01,2001,BBWAA,515,387,423,t,Player,
cartega01,2001,BBWAA,515,387,334,f,Player,
riceji01,2001,BBWAA,515,387,298,f,Player,
suttebr01,2001,BBWAA,515,387,245,f,Player,
gossari01,2001,BBWAA,515,387,228,f,Player,
garvest01,2001,BBWAA,515,387,176,f,Player,
johnto01,2001,BBWAA,515,387,146,f,Player,
mattido01,2001,BBWAA,515,387,145,f,Player,
kaatji01,2001,BBWAA,515,387,135,f,Player,
blylebe01,2001,BBWAA,515,387,121,f,Player,
morrija02,2001,BBWAA,515,387,101,f,Player,
murphda05,2001,BBWAA,515,387,93,f,Player,
parkeda01,2001,BBWAA,515,387,84,f,Player,
conceda01,2001,BBWAA,515,387,74,f,Player,
tiantlu01,2001,BBWAA,515,387,63,f,Player,
hernake01,2001,BBWAA,515,387,41,f,Player,
stewada01,2001,BBWAA,515,387,38,f,Player,
guidrro01,2001,BBWAA,515,387,27,f,Player,
whitalo01,2001,BBWAA,515,387,15,f,Player,
gibsoki01,2001,BBWAA,515,387,13,f,Player,
parrila02,2001,BBWAA,515,387,9,f,Player,
henketo01,2001,BBWAA,515,387,6,f,Player,
righeda01,2001,BBWAA,515,387,2,f,Player,
bedrost01,2001,BBWAA,515,387,1,f,Player,
brownto05,2001,BBWAA,515,387,1,f,Player,
darliro01,2001,BBWAA,515,387,1,f,Player,
deshaji01,2001,BBWAA,515,387,1,f,Player,
krukjo01,2001,BBWAA,515,387,1,f,Player,
rijojo01,2001,BBWAA,515,387,1,f,Player,
johnsho01,2001,BBWAA,515,387,0,f,Player,
vanslan01,2001,BBWAA,515,387,0,f,Player,
mazerbi01,2001,Veterans,,,,t,Player,
smithhi99,2001,Veterans,,,,t,Player,
smithoz01,2002,BBWAA,472,354,433,t,Player,
cartega01,2002,BBWAA,472,354,343,f,Player,
riceji01,2002,BBWAA,472,354,260,f,Player,
suttebr01,2002,BBWAA,472,354,238,f,Player,
dawsoan01,2002,BBWAA,472,354,214,f,Player,
gossari01,2002,BBWAA,472,354,203,f,Player,
garvest01,2002,BBWAA,472,354,134,f,Player,
johnto01,2002,BBWAA,472,354,127,f,Player,
blylebe01,2002,BBWAA,472,354,124,f,Player,
kaatji01,2002,BBWAA,472,354,109,f,Player,
morrija02,2002,BBWAA,472,354,97,f,Player,
mattido01,2002,BBWAA,472,354,96,f,Player,
tiantlu01,2002,BBWAA,472,354,85,f,Player,
trammal01,2002,BBWAA,472,354,74,f,Player,
murphda05,2002,BBWAA,472,354,70,f,Player,
parkeda01,2002,BBWAA,472,354,66,f,Player,
conceda01,2002,BBWAA,472,354,56,f,Player,
hernake01,2002,BBWAA,472,354,29,f,Player,
guidrro01,2002,BBWAA,472,354,23,f,Player,
stewada01,2002,BBWAA,472,354,23,f,Player,
greenmi01,2002,BBWAA,472,354,2,f,Player,
violafr01,2002,BBWAA,472,354,2,f,Player,
dykstle01,2002,BBWAA,472,354,1,f,Player,
wallati01,2002,BBWAA,472,354,1,f,Player,
hennemi01,2002,BBWAA,472,354,0,f,Player,
russeje01,2002,BBWAA,472,354,0,f,Player,
sandesc02,2002,BBWAA,472,354,0,f,Player,
thompro01,2002,BBWAA,472,354,0,f,Player,
murraed02,2003,BBWAA,496,372,423,t,Player,
cartega01,2003,BBWAA,496,372,387,t,Player,
suttebr01,2003,BBWAA,496,372,266,f,Player,
riceji01,2003,BBWAA,496,372,259,f,Player,
dawsoan01,2003,BBWAA,496,372,248,f,Player,
sandbry01,2003,BBWAA,496,372,244,f,Player,
smithle02,2003,BBWAA,496,372,210,f,Player,
gossari01,2003,BBWAA,496,372,209,f,Player,
blylebe01,2003,BBWAA,496,372,145,f,Player,
garvest01,2003,BBWAA,496,372,138,f,Player,
kaatji01,2003,BBWAA,496,372,130,f,Player,
johnto01,2003,BBWAA,496,372,116,f,Player,
morrija02,2003,BBWAA,496,372,113,f,Player,
trammal01,2003,BBWAA,496,372,70,f,Player,
mattido01,2003,BBWAA,496,372,68,f,Player,
murphda05,2003,BBWAA,496,372,58,f,Player,
conceda01,2003,BBWAA,496,372,55,f,Player,
parkeda01,2003,BBWAA,496,372,51,f,Player,
valenfe01,2003,BBWAA,496,372,31,f,Player,
hernake01,2003,BBWAA,496,372,30,f,Player,
kileda01,2003,BBWAA,496,372,7,f,Player,
colemvi01,2003,BBWAA,496,372,3,f,Player,
butlebr01,2003,BBWAA,496,372,2,f,Player,
fernasi01,2003,BBWAA,496,372,2,f,Player,
honeyri01,2003,BBWAA,496,372,2,f,Player,
penato01,2003,BBWAA,496,372,2,f,Player,
daultda01,2003,BBWAA,496,372,1,f,Player,
davisma01,2003,BBWAA,496,372,1,f,Player,
tartada01,2003,BBWAA,496,372,1,f,Player,
jacksda02,2003,BBWAA,496,372,0,f,Player,
tettlmi01,2003,BBWAA,496,372,0,f,Player,
willimi02,2003,BBWAA,496,372,0,f,Player,
worreto01,2003,BBWAA,496,372,0,f,Player,
molitpa01,2004,BBWAA,506,380,431,t,Player,
eckerde01,2004,BBWAA,506,380,421,t,Player,
sandbry01,2004,BBWAA,506,380,309,f,Player,
suttebr01,2004,BBWAA,506,380,301,f,Player,
riceji01,2004,BBWAA,506,380,276,f,Player,
dawsoan01,2004,BBWAA,506,380,253,f,Player,
gossari01,2004,BBWAA,506,380,206,f,Player,
smithle02,2004,BBWAA,506,380,185,f,Player,
blylebe01,2004,BBWAA,506,380,179,f,Player,
morrija02,2004,BBWAA,506,380,133,f,Player,
garvest01,2004,BBWAA,506,380,123,f,Player,
johnto01,2004,BBWAA,506,380,111,f,Player,
trammal01,2004,BBWAA,506,380,70,f,Player,
mattido01,2004,BBWAA,506,380,65,f,Player,
conceda01,2004,BBWAA,506,380,57,f,Player,
parkeda01,2004,BBWAA,506,380,53,f,Player,
murphda05,2004,BBWAA,506,380,43,f,Player,
hernake01,2004,BBWAA,506,380,22,f,Player,
cartejo01,2004,BBWAA,506,380,19,f,Player,
valenfe01,2004,BBWAA,506,380,19,f,Player,
martide01,2004,BBWAA,506,380,16,f,Player,
stiebda01,2004,BBWAA,506,380,7,f,Player,
eisenji01,2004,BBWAA,506,380,3,f,Player,
keyji01,2004,BBWAA,506,380,3,f,Player,
drabedo01,2004,BBWAA,506,380,2,f,Player,
mitchke01,2004,BBWAA,506,380,2,f,Player,
samueju01,2004,BBWAA,506,380,2,f,Player,
