match_id,tournament_id,stage_name,stadium_id,home_team_id,away_team_id,home_team_score,away_team_score,home_team_score_penalties,away_team_score_penalties,home_team_win,away_team_win,draw
M-1994-15,WC-1994,group stage,S-179,T-79,T-15,2,1,0,0,1,0,0
M-1994-16,WC-1994,group stage,S-176,T-39,T-51,1,0,0,0,1,0,0
M-1994-17,WC-1994,group stage,S-177,T-68,T-07,0,0,0,0,0,0,1
M-1994-18,WC-1994,group stage,S-178,T-44,T-57,2,1,0,0,1,0,0
M-1994-19,WC-1994,group stage,S-181,T-09,T-11,3,0,0,0,1,0,0
M-1994-20,WC-1994,group stage,S-180,T-71,T-59,3,1,0,0,1,0,0
M-1994-21,WC-1994,group stage,S-178,T-06,T-46,1,0,0,0,1,0,0
M-1994-22,WC-1994,group stage,S-176,T-60,T-45,2,1,0,0,1,0,0
M-1994-23,WC-1994,group stage,S-177,T-03,T-48,2,1,0,0,1,0,0
M-1994-24,WC-1994,group stage,S-174,T-10,T-31,4,0,0,0,1,0,0
M-1994-25,WC-1994,group stage,S-181,T-72,T-15,0,2,0,0,0,1,0
M-1994-26,WC-1994,group stage,S-179,T-79,T-58,0,1,0,0,0,1,0
M-1994-27,WC-1994,group stage,S-174,T-07,T-70,1,3,0,0,0,1,0
M-1994-28,WC-1994,group stage,S-175,T-29,T-68,3,2,0,0,1,0,0
M-1994-29,WC-1994,group stage,S-182,T-39,T-44,1,1,0,0,0,0,1
M-1994-30,WC-1994,group stage,S-176,T-57,T-51,0,0,0,0,0,0,1
M-1994-31,WC-1994,group stage,S-181,T-59,T-11,6,1,0,0,1,0,0
M-1994-32,WC-1994,group stage,S-180,T-09,T-71,1,1,0,0,0,0,1
M-1994-33,WC-1994,group stage,S-182,T-06,T-60,0,1,0,0,0,1,0
M-1994-34,WC-1994,group stage,S-178,T-45,T-46,1,2,0,0,0,1,0
M-1994-35,WC-1994,group stage,S-175,T-03,T-10,0,2,0,0,0,1,0
M-1994-36,WC-1994,group stage,S-177,T-31,T-48,0,2,0,0,0,1,0
M-1994-37,WC-1994,round of 16,S-174,T-29,T-06,3,2,0,0,1,0,0
M-1994-38,WC-1994,round of 16,S-182,T-70,T-72,3,0,0,0,1,0,0
M-1994-39,WC-1994,round of 16,S-175,T-60,T-71,1,3,0,0,0,1,0
M-1994-40,WC-1994,round of 16,S-179,T-58,T-03,3,2,0,0,1,0,0
M-1994-41,WC-1994,round of 16,S-178,T-46,T-57,2,0,0,0,1,0,0
M-1994-42,WC-1994,round of 16,S-181,T-09,T-79,1,0,0,0,1,0,0
M-1994-43,WC-1994,round of 16,S-177,T-48,T-39,1,2,0,0,0,1,0
M-1994-44,WC-1994,round of 16,S-176,T-44,T-10,1,1,1,3,0,1,0
M-1994-45,WC-1994,quarter-finals,S-177,T-39,T-70,2,1,0,0,1,0,0
M-1994-46,WC-1994,quarter-finals,S-175,T-46,T-09,2,3,0,0,0,1,0
M-1994-47,WC-1994,quarter-finals,S-176,T-10,T-29,2,1,0,0,1,0,0
M-1994-48,WC-1994,quarter-finals,S-181,T-58,T-71,2,2,4,5,0,1,0
M-1994-49,WC-1994,semi-finals,S-176,T-10,T-39,1,2,0,0,0,1,0
M-1994-50,WC-1994,semi-finals,S-179,T-71,T-09,0,1,0,0,0,1,0
M-1994-51,WC-1994,third-place match,S-179,T-71,T-10,4,0,0,0,1,0,0
M-1994-52,WC-1994,final,S-179,T-09,T-39,0,0,3,2,1,0,0
M-1998-01,WC-1998,group stage,S-048,T-09,T-61,2,1,0,0,1,0,0
M-1998-02,WC-1998,group stage,S-043,T-45,T-51,2,2,0,0,0,0,1
M-1998-03,WC-1998,group stage,S-037,T-39,T-13,2,2,0,0,0,0,1
M-1998-04,WC-1998,group stage,S-051,T-11,T-05,1,1,0,0,0,0,1
M-1998-05,WC-1998,group stage,S-043,T-53,T-10,0,0,0,0,0,0,1
M-1998-06,WC-1998,group stage,S-039,T-60,T-21,0,1,0,0,0,1,0
M-1998-07,WC-1998,group stage,S-042,T-28,T-67,3,0,0,0,1,0,0
M-1998-08,WC-1998,group stage,S-044,T-70,T-48,2,3,0,0,0,1,0
M-1998-09,WC-1998,group stage,S-041,T-68,T-44,1,3,0,0,0,1,0
M-1998-10,WC-1998,group stage,S-048,T-46,T-06,0,0,0,0,0,0,1
M-1998-11,WC-1998,group stage,S-051,T-03,T-42,1,0,0,0,1,0,0
M-1998-12,WC-1998,group stage,S-049,T-83,T-36,1,0,0,0,1,0,0
M-1998-13,WC-1998,group stage,S-039,T-41,T-17,1,3,0,0,0,1,0
M-1998-14,WC-1998,group stage,S-042,T-27,T-75,2,0,0,0,1,0,0
M-1998-15,WC-1998,group stage,S-041,T-58,T-15,1,0,0,0,1,0,0
M-1998-16,WC-1998,group stage,S-045,T-29,T-79,2,0,0,0,1,0,0
M-1998-17,WC-1998,group stage,S-037,T-61,T-51,1,1,0,0,0,0,1
M-1998-18,WC-1998,group stage,S-044,T-09,T-45,3,0,0,0,1,0,0
M-1998-19,WC-1998,group stage,S-049,T-13,T-05,1,1,0,0,0,0,1
M-1998-20,WC-1998,group stage,S-043,T-39,T-11,3,0,0,0,1,0,0
M-1998-21,WC-1998,group stage,S-051,T-67,T-21,1,1,0,0,0,0,1
M-1998-22,WC-1998,group stage,S-048,T-28,T-60,4,0,0,0,1,0,0
M-1998-23,WC-1998,group stage,S-045,T-48,T-10,1,0,0,0,1,0,0
M-1998-24,WC-1998,group stage,S-049,T-70,T-53,0,0,0,0,0,0,1
M-1998-25,WC-1998,group stage,S-044,T-42,T-17,0,1,0,0,0,1,0
M-1998-26,WC-1998,group stage,S-037,T-06,T-44,2,2,0,0,0,0,1
M-1998-27,WC-1998,group stage,S-042,T-46,T-68,5,0,0,0,1,0,0
M-1998-28,WC-1998,group stage,S-039,T-29,T-83,2,2,0,0,0,0,1
M-1998-29,WC-1998,group stage,S-045,T-03,T-41,5,0,0,0,1,0,0
M-1998-30,WC-1998,group stage,S-041,T-79,T-36,1,2,0,0,0,1,0
M-1998-31,WC-1998,group stage,S-043,T-15,T-75,1,0,0,0,1,0,0
M-1998-32,WC-1998,group stage,S-051,T-58,T-27,2,1,0,0,1,0,0
M-1998-33,WC-1998,group stage,S-044,T-13,T-11,1,1,0,0,0,0,1
M-1998-34,WC-1998,group stage,S-048,T-39,T-05,2,1,0,0,1,0,0
M-1998-35,WC-1998,group stage,S-042,T-09,T-51,1,2,0,0,0,1,0
M-1998-36,WC-1998,group stage,S-049,T-61,T-45,0,3,0,0,0,1,0
M-1998-37,WC-1998,group stage,S-041,T-28,T-21,2,1,0,0,1,0,0
M-1998-38,WC-1998,group stage,S-037,T-67,T-60,2,2,0,0,0,0,1
M-1998-39,WC-1998,group stage,S-051,T-48,T-53,1,3,0,0,0,1,0
M-1998-40,WC-1998,group stage,S-039,T-70,T-10,6,1,0,0,1,0,0
M-1998-41,WC-1998,group stage,S-045,T-06,T-68,1,1,0,0,0,0,1
M-1998-42,WC-1998,group stage,S-049,T-46,T-44,2,2,0,0,0,0,1
M-1998-43,WC-1998,group stage,S-043,T-29,T-36,2,0,0,0,1,0,0
M-1998-44,WC-1998,group stage,S-044,T-79,T-83,0,1,0,0,0,1,0
M-1998-45,WC-1998,group stage,S-037,T-03,T-17,1,0,0,0,1,0,0
M-1998-46,WC-1998,group stage,S-041,T-42,T-41,1,2,0,0,0,1,0
M-1998-47,WC-1998,group stage,S-039,T-15,T-27,0,2,0,0,0,1,0
M-1998-48,WC-1998,group stage,S-048,T-58,T-75,1,1,0,0,0,0,1
M-1998-49,WC-1998,round of 16,S-042,T-39,T-51,1,0,0,0,1,0,0
M-1998-50,WC-1998,round of 16,S-045,T-09,T-13,4,1,0,0,1,0,0
M-1998-51,WC-1998,round of 16,S-039,T-28,T-53,1,0,0,0,1,0,0
M-1998-52,WC-1998,round of 16,S-048,T-48,T-21,1,4,0,0,0,1,0
M-1998-53,WC-1998,round of 16,S-043,T-29,T-44,2,1,0,0,1,0,0
M-1998-54,WC-1998,round of 16,S-051,T-46,T-83,2,1,0,0,1,0,0
M-1998-55,WC-1998,round of 16,S-037,T-58,T-17,0,1,0,0,0,1,0
M-1998-56,WC-1998,round of 16,S-049,T-03,T-27,2,2,4,3,1,0,0
M-1998-57,WC-1998,quarter-finals,S-048,T-39,T-28,0,0,3,4,0,1,0
M-1998-58,WC-1998,quarter-finals,S-044,T-09,T-21,3,2,0,0,1,0,0
M-1998-59,WC-1998,quarter-finals,S-042,T-46,T-03,2,1,0,0,1,0,0
M-1998-60,WC-1998,quarter-finals,S-041,T-29,T-17,0,3,0,0,0,1,0
M-1998-61,WC-1998,semi-finals,S-042,T-09,T-46,1,1,4,2,1,0,0
M-1998-62,WC-1998,semi-finals,S-048,T-28,T-17,2,1,0,0,1,0,0
M-1998-63,WC-1998,third-place match,S-045,T-46,T-17,1,2,0,0,0,1,0
M-1998-64,WC-1998,final,S-048,T-09,T-28,0,3,0,0,0,1,0
M-2002-01,WC-2002,group stage,S-136,T-28,T-62,0,1,0,0,0,1,0
M-2002-02,WC-2002,group stage,S-088,T-57,T-11,1,1,0,0,0,0,1
M-2002-03,WC-2002,group stage,S-138,T-80,T-21,1,2,0,0,0,1,0
M-2002-04,WC-2002,group stage,S-092,T-29,T-60,8,0,0,0,1,0,0
M-2002-05,WC-2002,group stage,S-085,T-03,T-48,1,0,0,0,1,0,0
M-2002-06,WC-2002,group stage,S-129,T-53,T-67,2,2,0,0,0,0,1
M-2002-07,WC-2002,group stage,S-091,T-27,T-71,1,1,0,0,0,0,1
M-2002-08,WC-2002,group stage,S-132,T-70,T-66,3,1,0,0,1,0,0
M-2002-09,WC-2002,group stage,S-088,T-17,T-44,0,1,0,0,0,1,0
M-2002-10,WC-2002,group stage,S-138,T-09,T-76,2,1,0,0,1,0,0
M-2002-11,WC-2002,group stage,S-092,T-39,T-24,2,0,0,0,1,0,0
M-2002-12,WC-2002,group stage,S-132,T-14,T-16,0,2,0,0,0,1,0
M-2002-13,WC-2002,group stage,S-091,T-42,T-06,2,2,0,0,0,0,1
M-2002-14,WC-2002,group stage,S-129,T-68,T-55,2,0,0,0,1,0,0
M-2002-15,WC-2002,group stage,S-086,T-59,T-75,2,0,0,0,1,0,0
M-2002-16,WC-2002,group stage,S-137,T-79,T-56,3,2,0,0,1,0,0
M-2002-17,WC-2002,group stage,S-085,T-29,T-57,1,1,0,0,0,0,1
M-2002-18,WC-2002,group stage,S-130,T-21,T-62,1,1,0,0,0,0,1
M-2002-19,WC-2002,group stage,S-091,T-11,T-60,1,0,0,0,1,0,0
M-2002-20,WC-2002,group stage,S-129,T-28,T-80,0,0,0,0,0,0,1
M-2002-21,WC-2002,group stage,S-086,T-71,T-48,2,1,0,0,1,0,0
M-2002-22,WC-2002,group stage,S-134,T-70,T-53,3,1,0,0,1,0,0
M-2002-23,WC-2002,group stage,S-092,T-03,T-27,0,1,0,0,0,1,0
M-2002-24,WC-2002,group stage,S-130,T-67,T-66,1,0,0,0,1,0,0
M-2002-25,WC-2002,group stage,S-085,T-39,T-17,1,2,0,0,0,1,0
M-2002-26,WC-2002,group stage,S-135,T-09,T-14,4,0,0,0,1,0,0
M-2002-27,WC-2002,group stage,S-087,T-44,T-24,2,1,0,0,1,0,0
M-2002-28,WC-2002,group stage,S-133,T-16,T-76,1,1,0,0,0,0,1
M-2002-29,WC-2002,group stage,S-094,T-42,T-59,1,0,0,0,1,0,0
M-2002-30,WC-2002,group stage,S-130,T-68,T-79,1,1,0,0,0,0,1
M-2002-31,WC-2002,group stage,S-089,T-75,T-06,1,1,0,0,0,0,1
M-2002-32,WC-2002,group stage,S-134,T-56,T-55,4,0,0,0,1,0,0
M-2002-33,WC-2002,group stage,S-133,T-21,T-28,2,0,0,0,1,0,0
M-2002-34,WC-2002,group stage,S-137,T-62,T-80,3,3,0,0,0,0,1
M-2002-35,WC-2002,group stage,S-093,T-11,T-29,0,2,0,0,0,1,0
M-2002-36,WC-2002,group stage,S-094,T-60,T-57,0,3,0,0,0,1,0
M-2002-37,WC-2002,group stage,S-090,T-48,T-27,0,0,0,0,0,0,1
M-2002-38,WC-2002,group stage,S-087,T-71,T-03,1,1,0,0,0,0,1
M-2002-39,WC-2002,group stage,S-135,T-66,T-53,1,3,0,0,0,1,0
M-2002-40,WC-2002,group stage,S-131,T-67,T-70,2,3,0,0,0,1,0
M-2002-41,WC-2002,group stage,S-137,T-16,T-09,2,5,0,0,0,1,0
M-2002-42,WC-2002,group stage,S-136,T-76,T-14,3,0,0,0,1,0,0
M-2002-43,WC-2002,group stage,S-094,T-24,T-17,1,0,0,0,1,0,0
M-2002-44,WC-2002,group stage,S-089,T-44,T-39,1,1,0,0,0,0,1
M-2002-45,WC-2002,group stage,S-093,T-06,T-59,3,2,0,0,1,0,0
M-2002-46,WC-2002,group stage,S-090,T-75,T-42,0,2,0,0,0,1,0
M-2002-47,WC-2002,group stage,S-131,T-55,T-79,3,1,0,0,1,0,0
M-2002-48,WC-2002,group stage,S-133,T-56,T-68,0,1,0,0,0,1,0
M-2002-49,WC-2002,round of 16,S-135,T-29,T-53,1,0,0,0,1,0,0
M-2002-50,WC-2002,round of 16,S-088,T-21,T-27,0,3,0,0,0,1,0
M-2002-51,WC-2002,round of 16,S-089,T-71,T-62,1,2,0,0,0,1,0
M-2002-52,WC-2002,round of 16,S-137,T-70,T-57,1,1,3,2,1,0,0
M-2002-53,WC-2002,round of 16,S-134,T-44,T-79,0,2,0,0,0,1,0
M-2002-54,WC-2002,round of 16,S-086,T-09,T-06,2,0,0,0,1,0,0
M-2002-55,WC-2002,round of 16,S-087,T-42,T-76,0,1,0,0,0,1,0
M-2002-56,WC-2002,round of 16,S-131,T-68,T-39,2,1,0,0,1,0,0
M-2002-57,WC-2002,quarter-finals,S-093,T-27,T-09,1,2,0,0,0,1,0
M-2002-58,WC-2002,quarter-finals,S-138,T-29,T-79,1,0,0,0,1,0,0
M-2002-59,WC-2002,quarter-finals,S-132,T-70,T-68,0,0,3,5,0,1,0
M-2002-60,WC-2002,quarter-finals,S-090,T-62,T-76,0,1,0,0,0,1,0
M-2002-61,WC-2002,semi-finals,S-136,T-29,T-68,1,0,0,0,1,0,0
M-2002-62,WC-2002,semi-finals,S-091,T-09,T-76,1,0,0,0,1,0,0
M-2002-63,WC-2002,third-place match,S-130,T-68,T-76,2,3,0,0,0,1,0
M-2002-64,WC-2002,final,S-094,T-29,T-09,0,2,0,0,0,1,0
M-2006-01,WC-2006,group stage,S-064,T-29,T-16,4,2,0,0,1,0,0
M-2006-02,WC-2006,group stage,S-058,T-55,T-24,0,2,0,0,0,1,0
M-2006-03,WC-2006,group stage,S-057,T-27,T-53,1,0,0,0,1,0,0
M-2006-04,WC-2006,group stage,S-055,T-74,T-71,0,0,0,0,0,0,1
M-2006-05,WC-2006,group stage,S-060,T-03,T-40,2,1,0,0,1,0,0
M-2006-06,WC-2006,group stage,S-063,T-64,T-46,0,1,0,0,0,1,0
M-2006-07,WC-2006,group stage,S-066,T-44,T-36,3,1,0,0,1,0,0
M-2006-08,WC-2006,group stage,S-054,T-02,T-56,0,1,0,0,0,1,0
M-2006-09,WC-2006,group stage,S-062,T-04,T-42,3,1,0,0,1,0,0
M-2006-10,WC-2006,group stage,S-058,T-79,T-19,0,3,0,0,0,1,0
M-2006-11,WC-2006,group stage,S-061,T-39,T-30,2,0,0,0,1,0,0
M-2006-12,WC-2006,group stage,S-057,T-68,T-73,2,1,0,0,1,0,0
M-2006-13,WC-2006,group stage,S-067,T-28,T-72,0,0,0,0,0,0,1
M-2006-14,WC-2006,group stage,S-053,T-09,T-17,1,0,0,0,1,0,0
M-2006-15,WC-2006,group stage,S-063,T-70,T-77,4,0,0,0,1,0,0
M-2006-16,WC-2006,group stage,S-064,T-75,T-60,2,2,0,0,0,0,1
M-2006-17,WC-2006,group stage,S-055,T-29,T-55,1,0,0,0,1,0,0
M-2006-18,WC-2006,group stage,S-060,T-24,T-16,3,0,0,0,1,0,0
M-2006-19,WC-2006,group stage,S-066,T-27,T-74,2,0,0,0,1,0,0
M-2006-20,WC-2006,group stage,S-053,T-71,T-53,1,0,0,0,1,0,0
M-2006-21,WC-2006,group stage,S-058,T-03,T-64,6,0,0,0,1,0,0
M-2006-22,WC-2006,group stage,S-067,T-46,T-40,2,1,0,0,1,0,0
M-2006-23,WC-2006,group stage,S-061,T-44,T-02,0,0,0,0,0,0,1
M-2006-24,WC-2006,group stage,S-057,T-56,T-36,2,0,0,0,1,0,0
M-2006-25,WC-2006,group stage,S-054,T-19,T-30,0,2,0,0,0,1,0
M-2006-26,WC-2006,group stage,S-062,T-39,T-79,1,1,0,0,0,0,1
M-2006-27,WC-2006,group stage,S-066,T-42,T-17,0,0,0,0,0,0,1
M-2006-28,WC-2006,group stage,S-064,T-09,T-04,2,0,0,0,1,0,0
M-2006-29,WC-2006,group stage,S-063,T-28,T-68,1,1,0,0,0,0,1
M-2006-30,WC-2006,group stage,S-055,T-73,T-72,0,2,0,0,0,1,0
M-2006-31,WC-2006,group stage,S-060,T-60,T-77,0,4,0,0,0,1,0
M-2006-32,WC-2006,group stage,S-067,T-70,T-75,3,1,0,0,1,0,0
M-2006-33,WC-2006,group stage,S-061,T-16,T-55,1,2,0,0,0,1,0
M-2006-34,WC-2006,group stage,S-053,T-24,T-29,0,3,0,0,0,1,0
M-2006-35,WC-2006,group stage,S-062,T-53,T-74,2,0,0,0,1,0,0
M-2006-36,WC-2006,group stage,S-054,T-71,T-27,2,2,0,0,0,0,1
M-2006-37,WC-2006,group stage,S-063,T-36,T-02,1,1,0,0,0,0,1
M-2006-38,WC-2006,group stage,S-058,T-56,T-44,2,1,0,0,1,0,0
M-2006-39,WC-2006,group stage,S-064,T-40,T-64,3,2,0,0,1,0,0
M-2006-40,WC-2006,group stage,S-057,T-46,T-03,0,0,0,0,0,0,1
M-2006-41,WC-2006,group stage,S-060,T-19,T-39,0,2,0,0,0,1,0
M-2006-42,WC-2006,group stage,S-066,T-30,T-79,2,1,0,0,1,0,0
M-2006-43,WC-2006,group stage,S-067,T-17,T-04,2,2,0,0,0,0,1
M-2006-44,WC-2006,group stage,S-055,T-42,T-09,1,4,0,0,0,1,0
M-2006-45,WC-2006,group stage,S-062,T-60,T-70,0,1,0,0,0,1,0
M-2006-46,WC-2006,group stage,S-053,T-77,T-75,1,0,0,0,1,0,0
M-2006-47,WC-2006,group stage,S-061,T-72,T-68,2,0,0,0,1,0,0
M-2006-48,WC-2006,group stage,S-054,T-73,T-28,0,2,0,0,0,1,0
M-2006-49,WC-2006,round of 16,S-064,T-29,T-71,2,0,0,0,1,0,0
M-2006-50,WC-2006,round of 16,S-063,T-03,T-44,2,1,0,0,1,0,0
M-2006-51,WC-2006,round of 16,S-067,T-27,T-24,1,0,0,0,1,0,0
M-2006-52,WC-2006,round of 16,S-066,T-56,T-46,1,0,0,0,1,0,0
M-2006-53,WC-2006,round of 16,S-062,T-39,T-04,1,0,0,0,1,0,0
M-2006-54,WC-2006,round of 16,S-054,T-72,T-77,0,0,0,3,0,1,0
M-2006-55,WC-2006,round of 16,S-055,T-09,T-30,3,0,0,0,1,0,0
M-2006-56,WC-2006,round of 16,S-061,T-70,T-28,1,3,0,0,0,1,0
M-2006-57,WC-2006,quarter-finals,S-053,T-29,T-03,1,1,4,2,1,0,0
M-2006-58,WC-2006,quarter-finals,S-060,T-39,T-77,3,0,0,0,1,0,0
M-2006-59,WC-2006,quarter-finals,S-058,T-27,T-56,0,0,1,3,0,1,0
M-2006-60,WC-2006,quarter-finals,S-057,T-09,T-28,0,1,0,0,0,1,0
M-2006-61,WC-2006,semi-finals,S-055,T-29,T-39,0,2,0,0,0,1,0
M-2006-62,WC-2006,semi-finals,S-064,T-56,T-28,0,1,0,0,0,1,0
M-2006-63,WC-2006,third-place match,S-067,T-29,T-56,3,1,0,0,1,0,0
M-2006-64,WC-2006,final,S-053,T-39,T-28,1,1,5,3,1,0,0
M-2010-01,WC-2010,group stage,S-123,T-67,T-44,1,1,0,0,0,0,1
M-2010-02,WC-2010,group stage,S-120,T-80,T-28,0,0,0,0,0,0,1
M-2010-03,WC-2010,group stage,S-126,T-68,T-31,2,0,0,0,1,0,0
M-2010-04,WC-2010,group stage,S-122,T-03,T-48,1,0,0,0,1,0,0
M-2010-05,WC-2010,group stage,S-128,T-27,T-79,1,1,0,0,0,0,1
M-2010-06,WC-2010,group stage,S-125,T-01,T-66,0,1,0,0,0,1,0
M-2010-07,WC-2010,group stage,S-127,T-63,T-30,0,1,0,0,0,1,0
M-2010-08,WC-2010,group stage,S-121,T-29,T-04,4,0,0,0,1,0,0
M-2010-09,WC-2010,group stage,S-123,T-46,T-21,2,0,0,0,1,0,0
M-2010-10,WC-2010,group stage,S-119,T-42,T-11,1,0,0,0,1,0,0
M-2010-11,WC-2010,group stage,S-120,T-39,T-53,1,1,0,0,0,0,1
M-2010-12,WC-2010,group stage,S-128,T-47,T-65,1,1,0,0,0,0,1
M-2010-13,WC-2010,group stage,S-126,T-40,T-56,0,0,0,0,0,0,1
M-2010-14,WC-2010,group stage,S-122,T-09,T-49,2,1,0,0,1,0,0
M-2010-15,WC-2010,group stage,S-124,T-33,T-13,0,1,0,0,0,1,0
M-2010-16,WC-2010,group stage,S-121,T-70,T-72,0,1,0,0,0,1,0
M-2010-17,WC-2010,group stage,S-127,T-67,T-80,0,3,0,0,0,1,0
M-2010-18,WC-2010,group stage,S-123,T-03,T-68,4,1,0,0,1,0,0
M-2010-19,WC-2010,group stage,S-119,T-31,T-48,2,1,0,0,1,0,0
M-2010-20,WC-2010,group stage,S-125,T-28,T-44,0,2,0,0,0,1,0
M-2010-21,WC-2010,group stage,S-126,T-29,T-63,0,1,0,0,0,1,0
M-2010-22,WC-2010,group stage,S-122,T-66,T-79,2,2,0,0,0,0,1
M-2010-23,WC-2010,group stage,S-120,T-27,T-01,0,0,0,0,0,0,1
M-2010-24,WC-2010,group stage,S-121,T-46,T-42,1,0,0,0,1,0,0
M-2010-25,WC-2010,group stage,S-128,T-30,T-04,1,1,0,0,0,0,1
M-2010-26,WC-2010,group stage,S-127,T-11,T-21,1,2,0,0,0,1,0
M-2010-27,WC-2010,group stage,S-119,T-65,T-53,0,2,0,0,0,1,0
M-2010-28,WC-2010,group stage,S-124,T-39,T-47,1,1,0,0,0,0,1
M-2010-29,WC-2010,group stage,S-123,T-09,T-40,3,1,0,0,1,0,0
M-2010-30,WC-2010,group stage,S-120,T-56,T-49,7,0,0,0,1,0,0
M-2010-31,WC-2010,group stage,S-126,T-13,T-72,1,0,0,0,1,0,0
M-2010-32,WC-2010,group stage,S-122,T-70,T-33,2,0,0,0,1,0,0
M-2010-33,WC-2010,group stage,S-119,T-28,T-67,1,2,0,0,0,1,0
M-2010-34,WC-2010,group stage,S-128,T-44,T-80,0,1,0,0,0,1,0
M-2010-35,WC-2010,group stage,S-125,T-31,T-03,0,2,0,0,0,1,0
M-2010-36,WC-2010,group stage,S-121,T-48,T-68,2,2,0,0,0,0,1
M-2010-37,WC-2010,group stage,S-126,T-66,T-27,0,1,0,0,0,1,0
M-2010-38,WC-2010,group stage,S-127,T-79,T-01,1,0,0,0,1,0,0
M-2010-39,WC-2010,group stage,S-124,T-04,T-63,2,1,0,0,1,0,0
M-2010-40,WC-2010,group stage,S-123,T-30,T-29,0,1,0,0,0,1,0
M-2010-41,WC-2010,group stage,S-125,T-53,T-47,0,0,0,0,0,0,1
M-2010-42,WC-2010,group stage,S-122,T-65,T-39,3,2,0,0,1,0,0
M-2010-43,WC-2010,group stage,S-120,T-11,T-46,1,2,0,0,0,1,0
M-2010-44,WC-2010,group stage,S-128,T-21,T-42,1,3,0,0,0,1,0
M-2010-45,WC-2010,group stage,S-124,T-49,T-40,0,3,0,0,0,1,0
M-2010-46,WC-2010,group stage,S-121,T-56,T-09,0,0,0,0,0,0,1
M-2010-47,WC-2010,group stage,S-127,T-13,T-70,1,2,0,0,0,1,0
M-2010-48,WC-2010,group stage,S-119,T-72,T-33,0,0,0,0,0,0,1
M-2010-49,WC-2010,round of 16,S-126,T-80,T-68,2,1,0,0,1,0,0
M-2010-50,WC-2010,round of 16,S-128,T-79,T-30,1,2,0,0,0,1,0
M-2010-51,WC-2010,round of 16,S-119,T-29,T-27,4,1,0,0,1,0,0
M-2010-52,WC-2010,round of 16,S-123,T-03,T-44,3,1,0,0,1,0,0
M-2010-53,WC-2010,round of 16,S-121,T-46,T-65,2,1,0,0,1,0,0
M-2010-54,WC-2010,round of 16,S-122,T-09,T-13,3,0,0,0,1,0,0
M-2010-55,WC-2010,round of 16,S-127,T-53,T-42,0,0,5,3,1,0,0
M-2010-56,WC-2010,round of 16,S-120,T-70,T-56,1,0,0,0,1,0,0
M-2010-57,WC-2010,quarter-finals,S-126,T-46,T-09,2,1,0,0,1,0,0
M-2010-58,WC-2010,quarter-finals,S-123,T-80,T-30,1,1,4,2,1,0,0
M-2010-59,WC-2010,quarter-finals,S-120,T-03,T-29,0,4,0,0,0,1,0
M-2010-60,WC-2010,quarter-finals,S-122,T-53,T-70,0,1,0,0,0,1,0
M-2010-61,WC-2010,semi-finals,S-120,T-80,T-46,2,3,0,0,0,1,0
M-2010-62,WC-2010,semi-finals,S-121,T-29,T-70,0,1,0,0,0,1,0
M-2010-63,WC-2010,third-place match,S-126,T-80,T-29,2,3,0,0,0,1,0
M-2010-64,WC-2010,final,S-123,T-46,T-70,0,1,0,0,0,1,0
M-2014-01,WC-2014,group stage,S-022,T-09,T-17,3,1,0,0,1,0,0
M-2014-02,WC-2014,group stage,S-015,T-44,T-11,1,0,0,0,1,0,0
M-2014-03,WC-2014,group stage,S-021,T-70,T-46,1,5,0,0,0,1,0
M-2014-04,WC-2014,group stage,S-010,T-13,T-04,3,1,0,0,1,0,0
M-2014-05,WC-2014,group stage,S-008,T-15,T-31,3,0,0,0,1,0,0
M-2014-06,WC-2014,group stage,S-013,T-80,T-16,1,3,0,0,0,1,0
M-2014-07,WC-2014,group stage,S-014,T-27,T-39,1,2,0,0,0,1,0
M-2014-08,WC-2014,group stage,S-018,T-40,T-42,2,1,0,0,1,0,0
M-2014-09,WC-2014,group stage,S-009,T-72,T-24,2,1,0,0,1,0,0
M-2014-10,WC-2014,group stage,S-016,T-28,T-33,3,0,0,0,1,0,0
M-2014-11,WC-2014,group stage,S-020,T-03,T-08,2,1,0,0,1,0,0
M-2014-12,WC-2014,group stage,S-021,T-29,T-56,4,0,0,0,1,0,0
M-2014-13,WC-2014,group stage,S-011,T-36,T-48,0,0,0,0,0,0,1
M-2014-14,WC-2014,group stage,S-015,T-30,T-79,1,2,0,0,0,1,0
M-2014-15,WC-2014,group stage,S-008,T-06,T-01,2,1,0,0,1,0,0
M-2014-16,WC-2014,group stage,S-013,T-09,T-44,0,0,0,0,0,0,1
M-2014-17,WC-2014,group stage,S-010,T-59,T-68,1,1,0,0,0,0,1
M-2014-18,WC-2014,group stage,S-016,T-04,T-46,2,3,0,0,0,1,0
M-2014-19,WC-2014,group stage,S-020,T-70,T-13,0,2,0,0,0,1,0
M-2014-20,WC-2014,group stage,S-014,T-11,T-17,0,4,0,0,0,1,0
M-2014-21,WC-2014,group stage,S-009,T-15,T-40,2,1,0,0,1,0,0
M-2014-22,WC-2014,group stage,S-022,T-80,T-27,2,1,0,0,1,0,0
M-2014-23,WC-2014,group stage,S-015,T-42,T-31,0,0,0,0,0,0,1
M-2014-24,WC-2014,group stage,S-018,T-39,T-16,0,1,0,0,0,1,0
M-2014-25,WC-2014,group stage,S-021,T-72,T-28,2,5,0,0,0,1,0
M-2014-26,WC-2014,group stage,S-011,T-33,T-24,1,2,0,0,0,1,0
M-2014-27,WC-2014,group stage,S-008,T-03,T-36,1,0,0,0,1,0,0
